record_id,item_id,item,funder_id,funder,fit,reason,source_ids,evidence_label,confidence,demand_evidence_type,notes
FFT-485,TPP-02,Higher-protein chay foods,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-486,TPP-03,Hybrid extender for processed meat,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-487,TPP-04,Canteen protein ingredient and dish base,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-488,TPP-05,Rice or mung bean isolate for plant milks,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-489,TPP-06,Fungal biomass functional ingredient,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-490,TPP-07,Precision-fermented specialty protein,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-491,TPP-08,"Export private-label plant foods (EU, UK)",F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-492,TPP-09,Diaspora protein-upgraded chay,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-493,TPP-10,Cultivated meat or seafood,F17,GAIN (workforce nutrition; Diet Quality Questionnaire),outside remit,Not a nutrition or diet-measurement item.,AFN-49; APR-36; APR-37; target_product_profiles.csv,VN-adjacent,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-494,DMV-01,Chay-day question in a probability survey,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-495,DMV-02,"Declaration-level customs analysis (food vs feed, named buyers)",F18,World Bank and ADB (sovereign lending and technical assistance),partial,Trade and statistics technical assistance.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-496,DMV-03,Vietnamese sensory and choice-test capacity,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-497,DMV-04,Randomised label and name test,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-498,DMV-05,Canteen trial with one large caterer (chay days or protein extender),F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-499,DMV-06,In-store test of protein-upgraded chay in 20 minimarts,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-500,DMV-07,Chay composition and authenticity survey,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-501,DMV-08,Standing panel of research and procurement buyers,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-502,DMV-09,Share of meat eaten as processed products,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-503,DMV-10,Nha Trang hotel and menu audit,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-504,DMV-11,Survey of EU and UK private-label and seafood buyers,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-505,DMV-12,Feed carbon-footprint benchmark for shrimp and pangasius feed,F18,World Bank and ADB (sovereign lending and technical assistance),partial,Agrifood climate work in Vietnam is rice methane; feed footprints are adjacent.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-506,DMV-13,Define chay and vegetarian claims (TCVN 13625),F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-507,DMV-14,Honest percentage labelling of blended meat,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-508,DMV-15,Neutral naming guidance avoiding nhan tao,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-509,DMV-16,GMO declaration status of purified precision-fermented proteins,F18,World Bank and ADB (sovereign lending and technical assistance),outside remit,No protein or alternative-protein operation found in Vietnam.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-510,DMV-17,Public-meal protein guidance on quality and cost; Dispatch 64 supplier documents,F18,World Bank and ADB (sovereign lending and technical assistance),partial,ADB counts a quarter of new food-systems money as nutrition; public-meal standards could ride on nutrition lending; no protein component found.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-511,DMV-18,Eight-digit customs subheadings for plant proteins,F18,World Bank and ADB (sovereign lending and technical assistance),partial,Trade and statistics technical assistance.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
FFT-512,DMV-19,"Use and protect EU, UK and Japanese tariff preferences",F18,World Bank and ADB (sovereign lending and technical assistance),partial,Trade and statistics technical assistance.,APR-25; APR-28; APR-29; APR-31; demand_moves.csv,VN-direct,Medium,stated,Funder's stated scope read against the item; 'stated' is the funder's stated priority (revealed evidence of what it will pay for).
